latitude,longitude,area_in_meters,confidence,geometry,full_plus_code
-10.71716880,39.99862789,45.7888,0.8421,"POLYGON((39.9986595030567 -10.7172022622736, 39.9986434689666 -10.7171256718777, 39.998596281279 -10.7171353334372, 39.9986123153583 -10.7172119238367, 39.9986595030567 -10.7172022622736))",5GXX7XMX+4FJ6
-10.52316718,40.15264117,56.8590,0.6821,"POLYGON((40.152687044334 -10.5231835170103, 40.1526625553584 -10.5231238155827, 40.1525952934858 -10.5231508341336, 40.1526197824518 -10.5232105355675, 40.152687044334 -10.5231835170103))",5HX2F5G3+P3J8
-10.64175065,40.03233137,62.7890,0.8253,"POLYGON((40.0323762654109 -10.641775004858, 40.0323598535 -10.6417085530949, 40.0322864760305 -10.6417262860969, 40.0323028879272 -10.6417927378653, 40.0323762654109 -10.641775004858))",5HX2925J+7WWW
-10.67949410,40.08774933,54.6159,0.8487,"POLYGON((40.0877824215737 -10.679460078315, 40.0877126065603 -10.6794639480575, 40.0877162431963 -10.6795281318514, 40.087786058224 -10.6795242621068, 40.0877824215737 -10.679460078315))",5HX283CQ+6359
-10.45843605,40.23683581,40.7925,0.8432,"POLYGON((40.2368693150867 -10.4584614511342, 40.2368704996591 -10.4584122724184, 40.236802319139 -10.4584106634843, 40.2368011345558 -10.4584598422011, 40.2368693150867 -10.4584614511342))",5HX2G6RP+JPGG
-10.53994210,40.27814008,50.8634,0.7934,"POLYGON((40.2781724601012 -10.5399071024005, 40.2781202879689 -10.5398988849857, 40.2781077057638 -10.5399771052682, 40.2781598779097 -10.5399853226836, 40.2781724601012 -10.5399071024005))",5HX2F76H+27C7
-10.72432415,40.07018613,50.4771,0.8829,"POLYGON((40.0702305733108 -10.7243355900278, 40.0701938780138 -10.7242793932518, 40.0701416988072 -10.7243127147348, 40.0701783940998 -10.7243689115173, 40.0702305733108 -10.7243355900278))",5HX273GC+73F5
-10.66780353,40.13159719,16.0498,0.6816,"POLYGON((40.1316150886529 -10.667823772853, 40.1316080426394 -10.6677788851039, 40.1315793084911 -10.6677832978168, 40.1315863545006 -10.6678281855669, 40.1316150886529 -10.667823772853))",5HX284JJ+VJHR
-10.54379699,40.27602850,36.2845,0.8457,"POLYGON((40.2760626261253 -10.543778131285, 40.2760043032809 -10.5437666095591, 40.2759943729564 -10.5438158285643, 40.27605269581 -10.543827350291, 40.2760626261253 -10.543778131285))",5HX2F74G+FCJ5
-10.46273307,40.31976940,47.1273,0.8898,"POLYGON((40.3197959891808 -10.4627685164204, 40.3197999924225 -10.4627009511529, 40.3197428224611 -10.462697632696, 40.3197388192069 -10.4627651979642, 40.3197959891808 -10.4627685164204))",5HX2G8P9+WW2P
-10.54168898,40.27749569,76.0986,0.8982,"POLYGON((40.2775473256511 -10.541665892431, 40.2774639529711 -10.5416425365692, 40.2774440641563 -10.5417120535693, 40.2775274368546 -10.5417354094343, 40.2775473256511 -10.541665892431))",5HX2F75G+8XHH
-10.55808098,39.99751791,86.0042,0.7879,"POLYGON((39.9975747 -10.5580615, 39.9974902 -10.5580282, 39.9974611 -10.5581004, 39.9975456 -10.5581338, 39.9975747 -10.5580615))",5GXXCXRX+Q26P
-10.52240169,40.15443819,8.2270,0.7392,"POLYGON((40.1544530704212 -10.5224126321169, 40.1544507463253 -10.5223881832458, 40.1544233085245 -10.5223907374396, 40.1544256326183 -10.522415186311, 40.1544530704212 -10.5224126321169))",5HX2F5H3+2QPR
-10.50202070,40.29930210,13.1127,0.7085,"POLYGON((40.2993168731882 -10.5020386933474, 40.2993185271614 -10.5020041879393, 40.299287338603 -10.5020027237249, 40.2992856846266 -10.5020372291331, 40.2993168731882 -10.5020386933474))",5HX2F7XX+5PV4
-10.56250448,40.10670273,64.5471,0.8020,"POLYGON((40.1067494028139 -10.5625267146712, 40.1067246522239 -10.5624580381177, 40.1066560507088 -10.5624822431421, 40.1066808012867 -10.5625509197022, 40.1067494028139 -10.5625267146712))",5HX2C4P4+XMWV
-10.46066652,40.32180527,66.2703,0.8833,"POLYGON((40.3218418757465 -10.4607040649863, 40.3218380110134 -10.4606256321963, 40.3217686848561 -10.4606289787896, 40.321772549572 -10.4607074115825, 40.3218418757465 -10.4607040649863))",5HX2G8QC+PPM9
-10.68728083,40.04069910,51.6357,0.8790,"POLYGON((40.0407332907256 -10.6873118567553, 40.0407281780306 -10.6872450563357, 40.040664919771 -10.6872497924563, 40.0406700324524 -10.6873165928782, 40.0407332907256 -10.6873118567553))",5HX2827R+37PM
-10.54100600,40.28069448,78.8830,0.8612,"POLYGON((40.2807475397364 -10.5409841447485, 40.2806662489764 -10.5409564684316, 40.280641430005 -10.5410278478342, 40.2807227207831 -10.541055524155, 40.2807475397364 -10.5409841447485))",5HX2F75J+H7WJ
-10.54608271,40.27719920,46.9684,0.7826,"POLYGON((40.2772290516922 -10.5461153917553, 40.2772266120718 -10.5460479942182, 40.2771693545945 -10.5460500235406, 40.2771717942026 -10.5461174210796, 40.2772290516922 -10.5461153917553))",5HX2F73G+HV8M
-10.56138625,39.99767483,38.3264,0.8553,"POLYGON((39.9977110676085 -10.5613689503558, 39.9976640052978 -10.5613479089437, 39.9976385962922 -10.5614035485534, 39.9976856586104 -10.5614245899681, 39.9977110676085 -10.5613689503558))",5GXXCXQX+C3VG
-10.50031878,40.29899136,67.1231,0.8863,"POLYGON((40.2990394215098 -10.5002959332636, 40.2989779257251 -10.5002677241961, 40.2989433125164 -10.5003416286844, 40.2990048083142 -10.500369837757, 40.2990394215098 -10.5002959332636))",5HX2F7XX+VHH8
-10.69678451,40.04260315,43.6699,0.8472,"POLYGON((40.0426299120564 -10.6968173691502, 40.0426379113995 -10.6967600438448, 40.0425763818459 -10.6967516453789, 40.0425683824913 -10.6968089706838, 40.0426299120564 -10.6968173691502))",5HX2823V+72QM
-10.40882344,40.30839816,7.8424,0.6955,"POLYGON((40.30841245404 -10.4088343807862, 40.3084081176669 -10.4088085193397, 40.308383850126 -10.4088125071194, 40.308388186497 -10.4088383685664, 40.30841245404 -10.4088343807862))",5HX2H8R5+F9C4
-10.60738080,40.19489003,54.7166,0.8468,"POLYGON((40.1949290133057 -10.6074079999674, 40.1949170339865 -10.6073418984062, 40.1948510435294 -10.6073536032979, 40.1948630228355 -10.6074197048631, 40.1949290133057 -10.6074079999674))",5HX295VV+2XRM
-10.55336194,40.10054905,55.6292,0.8108,"POLYGON((40.1005707094422 -10.5533959891502, 40.1005627550065 -10.5533754017142, 40.1005930844476 -10.5533639283024, 40.1005753288561 -10.5533179738025, 40.1005059386296 -10.5533442236245, 40.1005316486468 -10.5534107655663, 40.1005707094422 -10.5533959891502))",5HX2C4W2+M63G
-10.54294692,40.27978918,77.4370,0.8599,"POLYGON((40.2798448839782 -10.5429360370707, 40.2797750944485 -10.542892486537, 40.2797334727352 -10.5429577947063, 40.2798032622763 -10.5430013452475, 40.2798448839782 -10.5429360370707))",5HX2F74H+RWF3
-10.69544054,40.03806832,44.4107,0.7394,"POLYGON((40.0381089531315 -10.695456851479, 40.0380954451211 -10.6954064544168, 40.0380276766189 -10.6954242218898, 40.0380411846196 -10.695474618956, 40.0381089531315 -10.695456851479))",5HX2823Q+R6G6
-10.59697192,40.22800711,68.0827,0.8126,"POLYGON((40.2280592979158 -10.5969611363925, 40.227991794938 -10.5969214012178, 40.2279549354343 -10.5969826917291, 40.2280224384224 -10.5970224269108, 40.2280592979158 -10.5969611363925))",5HX2C63H+6662
-10.51726677,40.14847806,77.5121,0.6824,"POLYGON((40.1485227256702 -10.5173015706181, 40.1485166275864 -10.5172254469316, 40.1484333907442 -10.5172319769219, 40.1484394888081 -10.5173081006117, 40.1485227256702 -10.5173015706181))",5HX2F4MX+39X7
-10.75675711,40.01488662,55.8945,0.8734,"POLYGON((40.0149268054511 -10.7567302597305, 40.0148655796235 -10.756713904711, 40.0148464435034 -10.7567839486864, 40.0149076693448 -10.7568003037085, 40.0149268054511 -10.7567302597305))",5HX262V7+7XRM
-10.47459990,40.17703287,46.9747,0.8461,"POLYGON((40.1770722710361 -10.4745799606379, 40.1770095218638 -10.4745626922843, 40.1769934658024 -10.4746198456059, 40.1770562149862 -10.4746371139615, 40.1770722710361 -10.4745799606379))",5HX2G5GG+5R72
-10.47628680,40.18566164,64.3304,0.8520,"POLYGON((40.1857098672679 -10.4763065332192, 40.1856720249051 -10.4762361884435, 40.1856134215927 -10.4762670707132, 40.1856512639475 -10.4763374154967, 40.1857098672679 -10.4763065332192))",5HX2G5FP+F7MC
-10.61845706,40.03713598,55.4554,0.8057,"POLYGON((40.0371774184288 -10.6184821813034, 40.0371697546111 -10.6184224796473, 40.0370945335074 -10.6184319296582, 40.0371021973111 -10.6184916313173, 40.0371774184288 -10.6184821813034))",5HX292JP+JV6M
-10.56411542,39.99493906,65.5409,0.8302,"POLYGON((39.9949913039054 -10.5641214582314, 39.9949541751164 -10.5640655694287, 39.9948868039446 -10.5641093871992, 39.994923932728 -10.5641652760104, 39.9949913039054 -10.5641214582314))",5GXXCXPV+9X46
-10.49552221,40.34397408,73.6224,0.8004,"POLYGON((40.3440288653392 -10.4954962593974, 40.3439829541799 -10.4954627446665, 40.3439192871291 -10.495548169328, 40.3439651982964 -10.4955816840675, 40.3440288653392 -10.4954962593974))",5HX2G83V+QHX2
-10.57927073,40.16218198,94.1390,0.8274,"POLYGON((40.16222188156 -10.5793193332782, 40.1622215144887 -10.5792218266079, 40.1621420809919 -10.5792221193266, 40.1621424480379 -10.5793196259993, 40.16222188156 -10.5793193332782))",5HX2C5C6+7VV5
-10.41422169,40.30571785,56.3595,0.7716,"POLYGON((40.3057626015692 -10.4142405483849, 40.3057431868387 -10.4141805954273, 40.3056730873014 -10.4142028414402, 40.3056925020211 -10.4142627944036, 40.3057626015692 -10.4142405483849))",5HX2H8P4+8785
-10.65470459,40.17153900,31.6123,0.7971,"POLYGON((40.1715829267915 -10.6547086573784, 40.1715094070418 -10.654672240378, 40.1714950842592 -10.6547005319366, 40.1715686040139 -10.6547369489402, 40.1715829267915 -10.6547086573784))",5HX285WC+4J7R
-10.65508561,40.16976578,65.7624,0.8668,"POLYGON((40.1698177145924 -10.6550776895297, 40.1697649745627 -10.6550336388349, 40.1697138366633 -10.6550935432788, 40.169766576698 -10.6551375939817, 40.1698177145924 -10.6550776895297))",5HX285V9+XW6G
-10.41675779,40.30306214,82.2882,0.7474,"POLYGON((40.303120579305 -10.4167549676592, 40.3030626192391 -10.4166998665076, 40.3030036989795 -10.4167606019299, 40.3030616590483 -10.4168157030912, 40.303120579305 -10.4167549676592))",5HX2H8M3+76VQ
-10.51757201,40.15785952,41.2790,0.6502,"POLYGON((40.1578922130967 -10.517597654058, 40.1578905415872 -10.5175444109023, 40.1578268277556 -10.5175463697491, 40.1578284992541 -10.5175996129066, 40.1578922130967 -10.517597654058))",5HX2F5J5+X4H4
-10.69517555,40.03998505,61.7524,0.8720,"POLYGON((40.040023926692 -10.6952077353403, 40.0400169943525 -10.6951366186542, 40.039946182823 -10.6951433705279, 40.0399531151467 -10.695214487217, 40.040023926692 -10.6952077353403))",5HX2823Q+WXHW
-10.60552376,40.18813908,35.4994,0.8395,"POLYGON((40.1881762114678 -10.6055348568601, 40.1881429057704 -10.6054855795669, 40.188101943496 -10.6055126769375, 40.1881352491905 -10.6055619542355, 40.1881762114678 -10.6055348568601))",5HX295VQ+Q7R3
-10.51363417,40.22488959,58.7915,0.8582,"POLYGON((40.2249385055179 -10.5136269363153, 40.2248800907 -10.5135861356277, 40.2248406785478 -10.5136413968044, 40.2248990933727 -10.5136821974986, 40.2249385055179 -10.5136269363153))",5HX2F6PF+GXRM
-10.72375687,40.07011313,45.8433,0.8258,"POLYGON((40.0701553163966 -10.7237680658553, 40.0701242660129 -10.7237151023772, 40.0700709411005 -10.7237456762261, 40.0701019914791 -10.7237986397102, 40.0701553163966 -10.7237680658553))",5HX273GC+F2XP
-10.53901013,40.28087664,84.9183,0.8841,"POLYGON((40.2809323972329 -10.5389897476042, 40.2808535052264 -10.5389559402341, 40.2808208724849 -10.5390305055987, 40.2808997645089 -10.539064312975, 40.2809323972329 -10.5389897476042))",5HX2F76J+99RC
-10.52080280,40.37861440,42.2532,0.8359,"POLYGON((40.378653922191 -10.5208179918675, 40.3786378589429 -10.5207678523449, 40.37857486832 -10.5207876148956, 40.3785909315596 -10.5208377544225, 40.378653922191 -10.5208179918675))",5HX2F9HH+MCHW
-10.55866758,40.00488941,40.9481,0.8637,"POLYGON((40.0049301069017 -10.558660233913, 40.0048779540984 -10.5586282515118, 40.0048487222221 -10.5586749205768, 40.0049008750309 -10.5587069029827, 40.0049301069017 -10.558660233913))",5HX2C2R3+GXJ7
-10.67866135,40.08188583,35.6889,0.8229,"POLYGON((40.0818897479361 -10.6787033620108, 40.0819182269202 -10.6786339194319, 40.0818819048835 -10.6786193470903, 40.081853425892 -10.6786887896665, 40.0818897479361 -10.6787033620108))",5HX283CJ+GQJF
-10.54765686,40.27819868,39.1741,0.8216,"POLYGON((40.2782397466614 -10.5476627166463, 40.27819097012 -10.5476165228282, 40.2781576158672 -10.5476510066734, 40.2782063924102 -10.5476972004964, 40.2782397466614 -10.5476627166463))",5HX2F72H+W7PM
-10.65834616,40.16618130,72.0466,0.8012,"POLYGON((40.1662249932721 -10.6583788081326, 40.1662129759377 -10.6583019736663, 40.1661376105489 -10.6583135066808, 40.1661496278656 -10.6583903411518, 40.1662249932721 -10.6583788081326))",5HX285R8+MF75
-10.55715843,40.10340156,12.5152,0.7361,"POLYGON((40.1034205124568 -10.5571710268368, 40.1034135405416 -10.5571392275402, 40.103382616906 -10.5571458655093, 40.1033895888182 -10.5571776648067, 40.1034205124568 -10.5571710268368))",5HX2C4V3+49JQ
-10.61924483,40.03398963,56.2771,0.8839,"POLYGON((40.0340242161238 -10.6192782893107, 40.0340235986694 -10.619210755506, 40.0339550331292 -10.6192113690076, 40.0339556505686 -10.6192789028139, 40.0340242161238 -10.6192782893107))",5HX292JM+8H58
-10.47748980,40.18292545,72.2533,0.8245,"POLYGON((40.1829378777543 -10.477545586658, 40.1829708482627 -10.4774545159365, 40.1829130185848 -10.4774340073795, 40.182880048061 -10.4775250780967, 40.1829378777543 -10.477545586658))",5HX2G5FM+253G
-10.69392500,40.03688920,35.2681,0.8737,"POLYGON((40.0369114237346 -10.6939588427965, 40.0369088653428 -10.6938896444368, 40.0368669721375 -10.6938911594978, 40.0368695305199 -10.6939603578587, 40.0369114237346 -10.6939588427965))",5HX2824P+CQJ3
-10.50036383,40.30001756,67.0754,0.8724,"POLYGON((40.3000643511097 -10.5003390459323, 40.2999995098626 -10.5003144352354, 40.2999707637414 -10.5003886138792, 40.3000356050031 -10.5004132245803, 40.3000643511097 -10.5003390459323))",5HX2F8X2+V22G
-10.55386780,40.09811434,20.5091,0.7862,"POLYGON((40.0981334613511 -10.5538923087592, 40.0981264995301 -10.5538392687795, 40.0980952158869 -10.553843289059, 40.0981021777029 -10.55389632904, 40.0981334613511 -10.5538923087592))",5HX2C3WX+F658
-10.55664125,40.09757999,50.1731,0.7894,"POLYGON((40.0976238360654 -10.5566554291179, 40.0976027473357 -10.5566015415844, 40.097536136167 -10.5566270639376, 40.0975572248878 -10.5566809514768, 40.0976238360654 -10.5566554291179))",5HX2C3VX+82W8
-10.53868252,40.27996947,85.4731,0.8832,"POLYGON((40.2800195843925 -10.5386488838029, 40.2799489718431 -10.5386261316863, 40.2799193456665 -10.5387161640374, 40.2799899582358 -10.5387389161585, 40.2800195843925 -10.5386488838029))",5HX2F76H+GXHJ
-10.71857296,39.99288484,39.4716,0.7469,"POLYGON((39.992917051262 -10.7186009892218, 39.9928955605469 -10.7185318758632, 39.9928526113879 -10.718544937213, 39.9928741020948 -10.7186140505753, 39.992917051262 -10.7186009892218))",5GXX7XJV+H5C3
-10.54648951,40.27727707,54.5456,0.8577,"POLYGON((40.2773151678072 -10.5464607373969, 40.2772545204715 -10.5464476557596, 40.2772389599429 -10.5465182898767, 40.2772996072925 -10.5465313715154, 40.2773151678072 -10.5464607373969))",5HX2F73G+CW2H
-10.49345075,40.34187263,59.4370,0.7410,"POLYGON((40.3419211587552 -10.4934614128565, 40.3418824512203 -10.4934025304564, 40.3418241148515 -10.4934400918149, 40.3418628223819 -10.4934989742226, 40.3419211587552 -10.4934614128565))",5HX2G84R+JP9X
-10.46295817,40.32506666,62.1130,0.8607,"POLYGON((40.3251113199088 -10.4629823496005, 40.3250950116193 -10.462916323456, 40.3250220042494 -10.4629339894273, 40.3250383125254 -10.4630000155773, 40.3251113199088 -10.4629823496005))",5HX2G8PG+R28J
-10.70813053,40.10948335,63.8373,0.7634,"POLYGON((40.109534968517 -10.7081278515085, 40.1094861563911 -10.7080794854833, 40.1094317328767 -10.7081332070684, 40.1094805450043 -10.7081815731019, 40.109534968517 -10.7081278515085))",5HX274R5+PQXM
-10.47462522,40.18371651,70.7620,0.8990,"POLYGON((40.1837622327427 -10.4745959163867, 40.1836809726299 -10.474584360239, 40.1836707851912 -10.4746545339513, 40.1837520453224 -10.4746660900997, 40.1837622327427 -10.4745959163867))",5HX2G5GM+4FWX
-10.59687273,40.22816496,84.7016,0.7482,"POLYGON((40.2282235014112 -10.5968589765932, 40.2281650044442 -10.596813202189, 40.2281064118705 -10.5968864929918, 40.228164908845 -10.5969322674058, 40.2282235014112 -10.5968589765932))",5HX2C63H+7733
-10.54566934,40.27850977,22.5393,0.6711,"POLYGON((40.2785415822135 -10.5456593954855, 40.2784841564931 -10.5456481880871, 40.2784779614799 -10.545679268499, 40.2785353872063 -10.545690475898, 40.2785415822135 -10.5456593954855))",5HX2F73H+PCJ7
-10.49798942,40.34516514,65.4872,0.8675,"POLYGON((40.3452178747373 -10.4979931154524, 40.3451807410409 -10.4979394361637, 40.3451124168834 -10.4979857290957, 40.3451495505759 -10.4980394083928, 40.3452178747373 -10.4979931154524))",5HX2G82W+R33F
-10.48097625,40.31570851,30.0734,0.7687,"POLYGON((40.3157329451829 -10.4809487744162, 40.3156930880453 -10.4809429853367, 40.3156840799211 -10.4810037370078, 40.3157239370665 -10.4810095260875, 40.3157329451829 -10.4809487744162))",5HX2G898+J74W
-10.68129297,40.08733791,27.9145,0.7988,"POLYGON((40.0873687835767 -10.6812779786523, 40.0873170933393 -10.6812658842423, 40.0873070259782 -10.6813079755227, 40.0873587162227 -10.6813200699339, 40.0873687835767 -10.6812779786523))",5HX2839P+FWP9
-10.65046763,40.15543796,41.5488,0.8653,"POLYGON((40.1554766885454 -10.6504839488845, 40.155462575215 -10.6504338509924, 40.1553992414099 -10.6504513087084, 40.1554133547315 -10.6505014066042, 40.1554766885454 -10.6504839488845))",5HX285X4+R586
-10.46173159,40.32339101,70.7285,0.7946,"POLYGON((40.3234397570032 -10.4617551209939, 40.3234124453042 -10.4616822710481, 40.3233422597171 -10.4617080490541, 40.3233695714035 -10.4617808990075, 40.3234397570032 -10.4617551209939))",5HX2G8QF+892P
-10.58935875,40.23683081,56.9909,0.8000,"POLYGON((40.2368781300817 -10.5893707492527, 40.2368373344847 -10.5893108607768, 40.236783492172 -10.5893467621924, 40.2368242877648 -10.5894066506754, 40.2368781300817 -10.5893707492527))",5HX2C66P+7P4P
-10.56218729,39.99969692,61.0965,0.8786,"POLYGON((39.9997408626114 -10.5621628541738, 39.9996721707996 -10.5621438490409, 39.9996529912763 -10.5622117174264, 39.9997216831028 -10.562230722562, 39.9997408626114 -10.5621628541738))",5GXXCXQX+4VGF
-10.53675887,40.28147110,53.0983,0.8485,"POLYGON((40.2815004110447 -10.5367968932786, 40.2814977799506 -10.5367189875336, 40.2814417731511 -10.5367208396779, 40.2814444042313 -10.536798745425, 40.2815004110447 -10.5367968932786))",5HX2F77J+7HXJ
-10.47522775,40.18312709,43.3814,0.8509,"POLYGON((40.1831637757265 -10.475206593421, 40.1831063524952 -10.4751910783294, 40.183090402832 -10.4752489050312, 40.1831478260737 -10.4752644201245, 40.1831637757265 -10.475206593421))",5HX2G5FM+W72R
-10.72097868,39.99816012,53.6099,0.8388,"POLYGON((39.9981955962316 -10.7210104135583, 39.9981835152759 -10.7209374125943, 39.9981246426352 -10.7209469410734, 39.9981367235777 -10.7210199420409, 39.9981955962316 -10.7210104135583))",5GXX7XHX+J73R
-10.51854468,40.15089287,118.9766,0.8503,"POLYGON((40.1509422261318 -10.5184886292671, 40.1508670468825 -10.5184748602711, 40.150843506715 -10.5186007312271, 40.1509186859949 -10.5186145002255, 40.1509422261318 -10.5184886292671))",5HX2F5J2+H9J8
-10.51429055,40.22437423,49.0590,0.8043,"POLYGON((40.2244167727715 -10.5142753243185, 40.2243553259231 -10.5142498851405, 40.2243316977962 -10.5143057782615, 40.2243931446549 -10.5143312174435, 40.2244167727715 -10.5142753243185))",5HX2F6PF+7PQ9
-10.60603535,40.14152434,47.1285,0.8246,"POLYGON((40.1415694915161 -10.6060263514015, 40.1415332131763 -10.605990640595, 40.141479190234 -10.6060443556355, 40.1415154685748 -10.6060800664484, 40.1415694915161 -10.6060263514015))",5HX294VR+HJJH
-10.43628041,40.25631506,113.6219,0.8811,"POLYGON((40.2563957563738 -10.4362689810822, 40.2562751331584 -10.4362248649195, 40.2562450753752 -10.4363053923798, 40.2563214955502 -10.43633334194, 40.2563340926999 -10.4362995930435, 40.2563782957642 -10.436315759655, 40.2563957563738 -10.4362689810822))",5HX2H774+FGPJ
-10.51194446,40.23071225,66.3127,0.8600,"POLYGON((40.2307594557872 -10.5119215485685, 40.2306855003682 -10.5118996640601, 40.2306650433883 -10.511967367991, 40.2307389988232 -10.5119892525025, 40.2307594557872 -10.5119215485685))",5HX2F6QJ+67G9
-10.46513759,40.32199960,6.5240,0.7007,"POLYGON((40.3220030014871 -10.46515774171, 40.3220099520187 -10.4651199152783, 40.3219962211896 -10.4651174436004, 40.3219892706563 -10.4651552700321, 40.3220030014871 -10.46515774171))",5HX2G8MC+WQXH
-10.70474198,40.11062827,50.5337,0.8752,"POLYGON((40.1106740743744 -10.7047482104133, 40.1106427051545 -10.704698542829, 40.1105824636825 -10.7047357572262, 40.1106138328976 -10.7047854248171, 40.1106740743744 -10.7047482104133))",5HX274W6+4726
-10.53901139,40.28057902,53.4497,0.8795,"POLYGON((40.2806181414232 -10.5389844174915, 40.2805441052197 -10.5389792634124, 40.2805399035678 -10.5390383616542, 40.2806139397855 -10.5390435157326, 40.2806181414232 -10.5389844174915))",5HX2F76J+96WG
-10.60741407,40.19542198,34.3543,0.8405,"POLYGON((40.1954542723691 -10.6074337577441, 40.1954455753347 -10.6073846862762, 40.1953896876568 -10.6073943807444, 40.195398384683 -10.6074434522148, 40.1954542723691 -10.6074337577441))",5HX295VW+25MG
-10.76061772,40.01603541,60.1110,0.8812,"POLYGON((40.0160822017977 -10.7606000403495, 40.0160141590025 -10.7605728677745, 40.0159886195314 -10.7606353973262, 40.0160566623394 -10.7606625699057, 40.0160822017977 -10.7606000403495))",5HX262Q8+QC36
-10.50253993,40.30201797,23.2238,0.8151,"POLYGON((40.3020504714462 -10.5025336363725, 40.3019969230565 -10.5025146253097, 40.3019854660243 -10.5025462319368, 40.3020390144193 -10.5025652430008, 40.3020504714462 -10.5025336363725))",5HX2F8W2+XRJG
-10.57640330,40.25900154,82.8288,0.8825,"POLYGON((40.2590467287197 -10.576440730032, 40.2590330837648 -10.576354035658, 40.2589563379993 -10.576365860363, 40.258969982934 -10.5764525547425, 40.2590467287197 -10.576440730032))",5HX2C7F5+CJJR
-10.48125211,40.31545377,39.6193,0.8314,"POLYGON((40.3154805118794 -10.4812835031097, 40.3154762868233 -10.4812176330894, 40.3154270138516 -10.4812207289365, 40.3154312388979 -10.4812865989588, 40.3154805118794 -10.4812835031097))",5HX2G898+F5WW
-10.59723388,40.07497647,57.3882,0.7379,"POLYGON((40.0750236310484 -10.5972472764097, 40.0749960753449 -10.5971893855082, 40.0749293142289 -10.5972204897744, 40.0749568699239 -10.5972783806829, 40.0750236310484 -10.5972472764097))",5HX2C33F+4X5J
-10.49601703,40.34375473,50.6612,0.7594,"POLYGON((40.3438005911995 -10.4960121234149, 40.3437564830025 -10.495971410976, 40.343708868873 -10.4960219367116, 40.3437529770726 -10.4960626491568, 40.3438005911995 -10.4960121234149))",5HX2G83V+HGR6
-10.54615743,40.27832716,42.4341,0.8149,"POLYGON((40.2783283473273 -10.5462012154821, 40.2783664855149 -10.5461373467408, 40.2783259718885 -10.5461136594968, 40.2782878336943 -10.546177528234, 40.2783283473273 -10.5462012154821))",5HX2F73H+G8PM
-10.71748268,39.99683217,11.9327,0.7173,"POLYGON((39.9968486026846 -10.7174981075397, 39.9968431984049 -10.7174631134713, 39.9968157698797 -10.7174672562669, 39.9968211741563 -10.7175022503361, 39.9968486026846 -10.7174981075397))",5GXX7XMW+2P4P
-10.65436006,40.17009828,88.5699,0.7740,"POLYGON((40.1701591033781 -10.6543585644653, 40.1700907114754 -10.6543003375305, 40.1700374394162 -10.6543615600035, 40.1701058313249 -10.6544197869496, 40.1701591033781 -10.6543585644653))",5HX285WC+725C
-10.70203284,40.11631161,31.1891,0.7570,"POLYGON((40.1163458965108 -10.7020444869244, 40.1163286369751 -10.702001185977, 40.1162773246526 -10.7020211913185, 40.1162945841826 -10.7020644922689, 40.1163458965108 -10.7020444869244))",5HX274X8+5GMQ
-10.65794260,40.16123789,52.0274,0.8103,"POLYGON((40.1612867252321 -10.6579419217255, 40.1612578334524 -10.6578984900096, 40.1611890355698 -10.6579432677999, 40.1612179273454 -10.6579866995225, 40.1612867252321 -10.6579419217255))",5HX285R6+RFH8
-10.66626144,40.13060672,47.0331,0.8189,"POLYGON((40.1306445612834 -10.6662841035096, 40.1306304318507 -10.6662245005628, 40.1305688731096 -10.666238777756, 40.1305830025315 -10.6662983807067, 40.1306445612834 -10.6662841035096))",5HX284MJ+F6XF
-10.51598260,40.15524179,21.8857,0.7022,"POLYGON((40.1552706488388 -10.5159736608954, 40.1552298791675 -10.5159550884685, 40.1552129301276 -10.5159915253664, 40.1552536998033 -10.5160100977951, 40.1552706488388 -10.5159736608954))",5HX2F5M4+J35P
-10.75917373,40.01600587,23.7123,0.6839,"POLYGON((40.0160227087553 -10.7591999551095, 40.0160325235573 -10.7591572658101, 40.0159890425017 -10.759147491432, 40.0159792276936 -10.7591901807306, 40.0160227087553 -10.7591999551095))",5HX262R8+8CJ2
-10.54118407,40.28015325,79.1853,0.8060,"POLYGON((40.2802068977197 -10.5411617617111, 40.2801187443815 -10.5411376951638, 40.2800995980694 -10.5412063649653, 40.2801877514267 -10.5412304315158, 40.2802068977197 -10.5411617617111))",5HX2F75J+G3CQ
-10.72383760,40.07286277,57.9080,0.8693,"POLYGON((40.072905765263 -10.7238610651581, 40.0728880852623 -10.7237959822065, 40.0728197746895 -10.7238141303457, 40.0728374546774 -10.7238792133024, 40.072905765263 -10.7238610651581))",5HX273GF+F49G
-10.59938145,40.22350330,62.3834,0.8727,"POLYGON((40.2235542241789 -10.5993760263641, 40.2235054848479 -10.5993308228499, 40.2234523704206 -10.5993868771485, 40.2235011097545 -10.5994320806705, 40.2235542241789 -10.5993760263641))",5HX2C62F+6CRJ
-10.69693034,40.04037004,37.0832,0.8583,"POLYGON((40.0404043036516 -10.6969493781423, 40.0403905033607 -10.6968971536812, 40.0403357953156 -10.6969112944426, 40.0403495955983 -10.6969635189069, 40.0404043036516 -10.6969493781423))",5HX2823R+64HQ
-10.57662468,40.25751788,71.1746,0.7843,"POLYGON((40.2575763512751 -10.5766453419397, 40.2575665916874 -10.5766100962113, 40.2575406814703 -10.5766171196599, 40.2575298079289 -10.5765778509813, 40.2574689626824 -10.5765943442112, 40.2574895957962 -10.5766688586241, 40.2575763512751 -10.5766453419397))",5HX2C7F5+9224
